Gene Symbol	DMSO_A	DMSO_B	DMSO_C	AZA_2h_A	AZA_2h_B	AZA_2h_C	AZA_48h_C	AZA_48h_B	AZA_48h_C			
U1	0	0	0	0	0	0	0	0	0			
Hint1	9630	9964	9735	12697	10534	10800	7289	8768	8939			
Cd68	147	166	154	104	123	88	156	109	161			
Gpx3	4	6	4	2	2	8	4	12	0			
Rasl10b	708	708	644	731	793	718	684	694	799			
Gas2l2	0	0	0	0	0	0	0	0	0			
1700020L24Rik	3	6	8	14	14	16	12	16	11			
Eif4a1	67535	66066	59412	70746	65530	64793	49525	52799	60166			
Gm24029	0	0	0	0	0	0	0	0	0			
Gm25835	125	91	41	45	60	53	82	59	75			
Gm22988	0	0	0	0	0	0	0	0	0			
Mmp28	580	488	476	369	348	342	321	379	405			
Senp3	9383	9556	8663	8859	8363	7964	7274	8365	9069			
Tnfsf13os	25	43	10	33	35	31	26	41	49			
Taf15	13526	13031	11015	10792	10777	11478	9273	10074	12211			
Tnfsfm13	49	52	43	44	30	28	39	37	93			
Mapt	866	1071	740	568	608	522	505	663	673			
Gm11659	0	0	0	0	0	0	0	0	3			
Gm22743	0	0	0	0	0	0	0	0	0			
Tnfsf13	84	98	66	79	48	47	125	106	120			
Tnfsf12	68	58	33	41	29	52	43	46	33			
Gm12307	0	0	0	0	0	0	0	0	0			
Gm11429	0	0	0	0	0	0	0	0	0			
Wfdc17	0	0	0	0	0	0	0	0	0			
Wfdc18	0	0	0	0	0	0	0	0	0			
Wfdc21	0	0	0	0	2	0	0	0	0			
Kansl1	6317	6152	5692	7342	7085	6730	5304	5574	6723			
Gm11660	0	0	0	0	0	0	1	0	0			
Heatr6	3107	3046	2644	3005	2829	2835	2380	2569	2767			
5S_rRNA	0	0	0	0	0	0	0	0	0			
Gm11434	0	0	0	0	0	0	0	2	0			
Gm12576	0	0	0	0	0	0	0	0	0			
7SK	0	0	0	0	0	0	0	0	0			
Polr2a	26568	24415	23614	19826	20673	20447	22289	24724	29300			
Slc35g3	0	2	0	0	2	0	4	6	14			
Zbtb4	461	470	408	485	438	472	436	439	531			
Cdc27	5624	5705	4943	5339	5198	5086	4133	4619	5453			
Chrnb1	202	213	185	359	341	351	142	198	264			
Hnf1b	0	0	0	0	0	0	0	2	2			
Fgf11	490	681	483	578	532	527	608	591	829			
Tmem102	0	2	0	0	0	2	2	0	3			
Gm39566	0	0	0	0	0	0	0	0	0			
Spem2	0	0	0	2	0	0	0	0	0			
Spem1	11	13	2	8	14	8	12	10	14			
Ddx52	5039	4981	4485	4954	4769	4807	3987	3951	4969			
Myl4	49	47	35	100	101	80	40	45	66			
Gm11665	0	0	0	0	0	0	0	1	0			
Gm22000	0	2	0	0	0	0	0	1	0			
Gm11661	0	0	0	0	0	0	0	0	1			
Gm11663	6	2	2	8	3	0	3	5	1			
Nlgn2	4654	4665	4035	3946	3978	3523	3949	4172	5172			
Tmem256	2210	2136	2266	2868	2198	2285	1668	1862	1881			
Itgb3	4	2	8	10	0	20	8	12	8			
Gm11662	0	0	0	0	0	0	1	0	1			
Tnip1	1054	1176	924	1097	1097	1070	1291	1400	1590			
Gm12230	0	0	0	0	0	0	0	0	0			
Plscr3	1277	1123	1070	1194	1172	1080	951	1124	1362			
Gm11639	0	0	2	2	4	0	0	2	4			
Gm11623	0	0	0	0	0	0	0	0	0			
Gm11621	0	0	0	0	0	0	0	0	0			
Gm11622	0	0	0	0	0	0	0	0	0			
Gm11624	0	0	0	0	0	1	0	0	0			
Efcab3	0	0	0	0	0	0	0	0	0			
Gm25362	0	0	0	0	0	0	0	0	0			
Mettl2	1913	1772	1707	2124	2047	1893	1385	1632	1632			
7SK	0	0	0	0	0	0	0	0	0			
Gm11620	2	14	0	4	11	6	0	6	0			
Synrg	4921	4475	4124	4250	3901	4057	3272	3727	4162			
1700052K11Rik	421	407	342	440	422	434	295	385	355			
Tnk1	3	2	6	1	2	0	0	6	12			
Tmem95	7	12	2	3	1	0	4	1	7			
Kctd11	176	161	154	168	176	174	173	153	206			
Dusp14	903	917	853	949	941	828	847	916	1020			
Acap1	6	12	12	11	12	5	18	20	28			
Mir6924	0	0	0	0	0	0	0	0	0			
Anxa6	361	390	314	389	373	338	547	535	556			
Tada2a	2500	2464	2057	2386	2245	2179	1872	2044	2280			
Ccdc69	90	84	80	78	67	77	58	62	97			
Gm2a	643	626	612	778	643	702	515	572	633			
Atp5pb-ps	26	10	14	10	17	11	17	15	12			
Mup-ps22	0	0	0	0	0	0	0	0	0			
2810408A11Rik	408	391	321	325	362	350	263	233	278			
Slc36a3	0	0	0	0	0	0	0	0	0			
Slc36a3os	0	0	0	0	0	0	0	0	0			
Pisd-ps1	212	227	208	164	188	168	121	168	186			
Slc36a2	0	0	0	0	0	0	0	1	0			
Slc36a1os	0	0	0	0	0	0	0	1	0			
Slc36a1	1190	1075	1002	969	997	924	1023	1161	1356			
Fat2	1250	1407	1176	1270	1422	1229	987	1428	1391			
Acaca	10085	10139	9169	8203	8823	8594	6201	6768	7758			
Gm11437	0	0	0	0	0	0	0	0	0			
Gm37391	0	0	0	0	2	0	0	0	0			
Aatf	4078	3844	3440	4481	4389	4455	2961	3165	3551			
Lhx1	6420	6302	6027	7809	7775	7355	4737	4835	5578			
Lhx1os	905	860	838	1060	915	976	612	630	638			
1700109G15Rik	0	0	0	0	0	0	0	0	0			
Gm11431	0	0	0	1	2	4	2	3	7			
Sparc	3051	3281	2852	2787	2550	2598	3207	3362	3549			
Mrm1	743	713	706	796	829	764	481	594	618			
Atox1	1163	1136	1069	1578	1407	1392	1079	1189	1160			
Gm12235	0	0	0	0	0	0	0	0	0			
Dhrs11	450	446	354	425	388	393	413	404	492			
4930502E09Rik	0	0	0	0	0	8	0	2	0			
G3bp1	23281	22998	20781	25243	25253	24399	18168	20152	21971			
Gm22884	0	0	1	0	0	0	0	0	2			
Gm12238	0	0	0	0	0	0	0	0	0			
Mir7652	0	0	0	0	0	0	0	0	0			
Tlk2	5254	4866	4733	6193	5696	5637	4290	4363	5177			
Glra1	0	0	5	0	3	3	0	2	0			
Gm12236	0	0	0	0	0	0	0	0	0			
Gm12237	0	0	0	0	0	0	0	0	0			
Gm12239	0	0	0	0	0	0	0	0	0			
Nmur2	0	0	0	0	0	0	0	0	0			
Gm12240	0	0	0	0	0	0	0	0	0			
Gm24253	0	0	0	0	0	0	0	0	0			
Gm12241	0	0	1	4	2	0	0	0	0			
Gm22603	0	0	0	0	0	0	0	0	0			
Mrc2	6	10	14	24	33	23	35	12	26			
Neurl4	8065	7859	6897	7283	7258	6886	5744	6717	7456			
Marchf10	0	0	0	0	0	0	0	0	0			
Gm11638	0	0	0	0	0	0	0	0	0			
Gm11640	0	0	0	0	0	0	0	0	0			
Gps2	2596	2460	2223	2345	2479	2459	1711	1939	2104			
Sfi1	453	408	443	425	508	409	394	442	590			
Gm11399	3	0	0	0	0	0	0	0	1			
Gm11400	32	21	21	22	27	23	16	16	36			
Gria1	0	0	0	2	11	8	4	4	6			
Gm12242	0	2	1	1	1	0	0	0	1			
Drg1	5798	5802	5361	6165	5433	5180	4534	4976	5336			
Tanc2	20	24	12	33	37	28	26	69	70			
Gm12735	4	0	3	1	2	2	0	1	1			
Fau-ps2	2	0	0	2	0	0	0	0	0			
Gm11652	5	4	10	3	4	6	5	5	1			
Gm11653	0	0	0	0	0	0	0	0	0			
Ggnbp2	4570	4674	4173	4936	4600	4637	3470	3583	4128			
Pigw	847	837	781	976	829	803	615	607	842			
Cyb561	21	19	3	18	6	2	39	71	44			
Gm9910	0	0	0	0	0	0	0	0	0			
Gm11651	0	0	0	0	0	0	0	0	0			
Fam114a2	2519	2864	2346	2510	2395	2450	2234	2558	2923			
Mfap3	3502	3626	3306	4057	3758	3773	2770	2951	3413			
Gm12243	0	0	0	0	0	0	0	0	0			
4933424L21Rik	0	0	0	0	0	0	0	0	0			
Myo19	1860	1652	1495	1704	1615	1596	1337	1342	1663			
Znhit3	1198	1404	1279	1725	1393	1234	954	1116	1186			
Galnt10	2841	2797	2632	2877	2737	2651	1730	1977	1956			
4933426K07Rik	0	0	0	0	0	0	0	0	0			
Gm24582	0	0	0	0	0	0	0	0	0			
5S_rRNA	0	0	0	0	0	0	0	2	0			
2010001A14Rik	87	99	73	144	94	81	37	65	68			
Sap30l	1308	1316	1213	1482	1443	1367	922	1157	1068			
Car4	4	16	8	2	4	6	12	9	27			
Hand1	0	0	0	2	0	0	0	0	0			
Gm12244	0	0	0	0	0	0	0	0	0			
Gm12245	0	0	0	2	0	0	0	1	0			
7SK	0	0	0	0	0	0	0	0	0			
Ace	2	14	6	4	8	6	6	6	10			
Gm12249	0	0	0	0	0	0	0	0	0			
Ace3	0	0	0	0	0	0	0	0	0			
Larp1	14110	14057	12587	13868	14499	14473	10938	11845	13705			
Usp32	3551	3496	3147	2891	2760	2733	2461	2464	3121			
Gm12248	0	0	0	0	0	0	0	0	0			
Gm12247	0	2	0	2	4	4	0	2	4			
Gm11440	0	0	0	0	0	0	0	0	0			
Gm11439	0	0	0	2	0	2	0	0	0			
Rpl13-ps1	8	6	2	8	6	2	3	4	6			
Kcnh6	6	13	9	5	16	20	30	32	31			
Gm23506	0	0	0	0	0	0	0	0	0			
Eif5a	58339	58826	54283	68912	62952	60606	40708	45790	49759			
Cnot8	3823	3617	3269	3705	3530	3424	3111	3178	3597			
Dcaf7	12572	12521	11443	12899	13143	12647	9827	10512	11975			
1700125H20Rik	0	0	0	5	4	0	0	2	1			
Gm11646	4	10	3	5	1	2	1	0	1			
Taco1os	20	26	9	18	9	22	24	8	14			
Taco1	928	907	986	981	869	928	749	822	906			
Eif4enif1	5991	5507	4858	5078	5121	5221	4385	4673	5246			
Appbp2	7525	7382	6538	7325	6963	6980	5204	5921	6971			
Akirin1-ps	0	0	0	0	0	0	0	0	0			
Map3k3	2067	2071	2162	2324	2406	2313	1657	1859	2058			
Gm11672	0	0	0	0	4	0	0	0	1			
Appbp2os	39	87	65	63	78	40	43	54	44			
7SK	0	0	0	0	0	0	0	0	0			
Ybx2	2250	2193	1940	1899	2022	1887	2026	2214	2558			
Limd2	3349	3223	3118	3091	3004	3104	2937	3190	3383			
Ppm1d	2395	2364	2149	2500	2380	2486	1816	1854	2205			
Gm10840	4	8	0	8	10	8	0	6	0			
Patz1	5535	5713	5344	6245	6009	5847	4546	5059	5490			
Strada	1570	1587	1598	1724	1734	1731	1311	1448	1479			
Gm12592	44	67	54	34	57	41	43	32	59			
Slc2a4	938	881	796	934	967	993	779	827	916			
Gm11944	79	86	62	93	72	60	73	67	90			
U1	0	0	0	0	0	0	0	0	0			
Gm12310	0	0	0	0	0	0	0	0	0			
Cldn7	0	2	2	0	0	2	10	4	0			
Gemin5	7037	7110	6633	6489	6475	6460	6033	6310	7382			
Gm12246	0	0	0	0	0	0	0	0	0			
Ccdc47	4760	4940	4191	4470	4372	4317	4508	4771	5765			
Mrpl22	1156	1166	1107	1420	1341	1172	912	1033	1125			
Gm12250	5	2	1	6	10	3	7	7	17			
Pik3ip1	617	745	551	643	583	445	700	780	764			
Igtp	107	132	128	100	147	109	185	193	242			
Irgm2	0	0	2	2	6	0	22	36	27			
Gm5038	0	0	0	0	0	0	0	0	2			
Ddx42	8672	8711	7837	8333	7910	8152	6715	7037	8290			
4930438A08Rik	2	0	0	0	0	0	4	0	2			
Zfp692	2137	2185	1914	1962	1927	1803	1757	1863	2194			
Elp5	3722	3651	3441	4008	3958	3758	2894	3019	3561			
Ftsj3	11931	11535	10080	12455	12299	11797	9391	9979	11576			
Zfp672	1164	1195	1093	1522	1391	1262	986	1015	1225			
1700047K16Rik	9	2	8	2	2	12	4	7	3			
Ctdnep1	5738	5601	4729	5106	5005	4696	4342	4528	4913			
Sh3bp5l	2862	2761	2737	2856	2897	2746	2210	2563	2748			
Psmc5	11315	10957	10213	14091	12969	12278	9759	10620	11474			
Gm23645	4	2	4	12	2	4	1	0	4			
Gabarap	6482	6115	5646	5950	5218	5327	4666	4991	5486			
Lypd8	0	0	0	0	0	0	0	0	0			
Gm12251	14	6	6	2	4	14	16	4	10			
Gm12252	0	0	0	0	0	1	0	0	0			
1810065E05Rik	0	0	0	0	0	0	0	0	0			
Gm12253	2	0	0	0	0	0	0	0	0			
Lypd9	0	0	0	0	0	0	0	0	0			
Olfr30	0	0	0	0	0	0	0	0	0			
Olfr333-ps1	0	0	0	0	0	0	0	0	0			
Olfr332	0	0	0	0	0	0	0	0	0			
Olfr331	0	0	0	0	0	0	0	0	0			
Gm12254	23	34	40	54	33	53	27	34	56			
Olfr330	0	0	0	0	0	0	0	0	0			
Phf23	5728	5824	5411	6380	6056	6014	4511	4826	5652			
Gm12255	0	0	0	0	0	0	0	0	0			
Olfr329	0	0	0	0	0	0	0	0	0			
Smarcd2	5285	5272	4534	5231	4870	4791	4963	5546	5974			
Olfr328	0	0	0	0	0	0	0	0	0			
Tcam1	470	503	471	328	303	285	382	499	602			
Gh	0	0	0	0	2	0	8	22	9			
Limk2	1526	1380	1239	1703	1741	1684	1064	1227	1377			
Cd79b	0	0	2	0	0	0	0	0	0			
Gm11948	0	4	3	0	1	4	2	1	6			
Scn4a	4	8	4	12	8	7	8	8	20			
Bcas3	1177	1177	1185	1261	1273	1171	819	779	960			
Rnf185	1897	1906	1674	2051	1916	1878	1472	1700	1890			
Dvl2	5190	5194	4890	4567	4551	4684	3813	3966	4458			
U1	0	0	0	0	0	0	0	0	0			
Bcas3os1	0	0	0	0	0	1	0	0	0			
8430429K09Rik	381	367	284	371	407	348	385	327	368			
Mir5110	0	0	0	0	0	0	0	0	0			
Gm11945	0	0	0	0	0	1	0	2	0			
Bcas3os2	0	0	0	0	0	0	0	0	0			
U8	3	3	2	3	2	1	1	5	6			
5S_rRNA	0	0	0	0	0	0	0	0	0			
2610027K06Rik	3	0	0	0	0	0	0	1	0			
Prr29	0	0	0	0	1	0	0	4	0			
Pla2g3	19	24	20	30	28	25	50	52	40			
Tbx2	10	11	19	20	30	20	12	20	14			
Gm11444	0	0	0	0	0	0	0	0	0			
Icam2	0	0	1	0	2	3	2	2	0			
Tbx4	103	90	85	78	69	61	52	52	72			
Gm11443	0	0	0	0	0	0	1	0	0			
Inpp5j	81	103	111	106	90	100	133	121	166			
Ern1	1136	1062	990	1237	1257	1259	1059	971	1271			
Snord104	311	378	334	303	217	283	255	254	248			
Gm22711	0	0	0	0	0	0	0	0	0			
Brip1	1920	1850	1776	1862	1904	1608	1165	1317	1579			
Selenom	6796	6688	6457	8712	8057	7303	4555	4638	5418			
Atp5l-ps2	0	0	0	0	2	4	0	0	0			
Brip1os	3803	3935	3514	3795	3599	3473	2750	2857	3363			
Acadvl	2302	2243	2122	2489	2319	2302	2330	2413	2693			
Mir324	0	0	0	0	0	0	0	0	0			
Tex2	1280	1215	1206	1511	1414	1282	1001	1038	1090			
Ints2	4691	4699	3998	4382	4340	4207	3769	3926	4793			
Med13	5055	4727	4497	5270	5420	5206	3930	4165	4910			
Y_RNA	0	0	0	0	0	0	0	0	0			
5S_rRNA	0	0	0	0	0	0	0	0	0			
Gm26439	0	0	0	0	0	0	0	0	0			
Rnft1	1750	1814	1611	1810	1600	1531	1505	1482	1924			
Rps6kb1	4699	4412	3795	4364	4352	4269	3444	3641	4119			
Pecam1	20	9	6	18	20	8	9	12	22			
Smtn	1759	1685	1615	1524	1473	1367	1558	1727	1851			
Tubd1	472	535	451	541	443	417	432	422	520			
Gm11946	4	2	7	0	3	0	10	0	2			
Gm11947	0	0	0	0	0	0	0	0	0			
Vmp1	3710	3930	3338	4260	3547	3581	2777	3365	3573			
Mir21a	0	0	0	0	0	0	0	0	0			
Gm11478	219	216	116	141	160	134	165	124	214			
Ptrh2	2918	2733	2552	3389	3036	3044	1930	2064	2271			
Milr1	0	1	0	0	0	0	0	0	0			
U6	0	0	0	0	0	0	0	0	0			
Polg2	452	554	446	565	542	525	437	421	499			
Ddx5	63872	62246	54340	61233	60405	57446	48599	51347	61137			
Mir3064	0	0	0	0	0	0	0	0	0			
Cltc	18754	17693	15928	16163	15920	15474	14640	16620	19196			
Osbp2	2755	2719	2367	2744	2713	2632	1596	1659	1720			
Cep95	1372	1513	1236	1243	1225	1133	1145	1350	1536			
Gm24013	0	0	0	0	0	0	0	0	0			
Gm11952	0	0	0	0	0	0	0	0	0			
Gm11706	1	0	0	0	0	1	2	0	2			
4921536K21Rik	61	68	31	63	74	68	67	80	77			
Dusp18	926	893	899	1207	1187	1067	989	1011	1016			
Slc35e4	905	920	866	1117	1175	1075	751	873	924			
Dhx40	3310	3298	2900	3221	2889	3023	2645	2690	3273			
Ypel2	736	829	736	612	700	645	775	881	955			
Gm22387	0	0	0	0	0	0	0	0	0			
Gdpd1	2874	2968	2643	2937	2874	2757	2998	2950	3668			
Gm11479	2	0	0	0	0	0	0	0	0			
Smg8	2526	2505	2190	2926	2770	2818	1871	2070	2299			
Gm9378	0	0	0	0	0	2	0	2	0			
Smurf2	3677	3791	3283	3827	3674	3571	2601	3018	3129			
Prr11	4856	4791	4207	3867	3846	3713	3148	3208	4327			
Gm11707	0	0	0	1	0	0	2	0	0			
Ska2	4076	4028	3644	4068	3648	3685	2569	2752	3188			
Mir301	3	3	7	5	2	1	4	7	2			
Gm11491	18	10	17	18	19	15	13	4	12			
Tcn2	519	551	473	435	351	337	663	642	742			
4930556J24Rik	5	3	16	7	11	10	5	6	7			
Gm11953	33	6	6	3	7	30	4	5	16			
Kpna2	20391	20434	18495	21330	19246	19409	16244	17439	19450			
Gm11708	0	0	0	0	1	0	1	0	0			
1810010H24Rik	52	50	45	27	46	46	56	35	62			
Pes1	7680	7911	6980	8969	8827	8423	5808	6010	6787			
Trim37	10308	10113	9026	9926	9585	9348	7018	7446	8640			
Gal3st1	2	0	0	2	0	12	0	2	0			
Ppm1e	2974	2867	2506	2035	2019	2015	1893	2035	2429			
Gm11490	0	0	0	0	0	0	0	0	0			
Gm11954	0	0	0	0	0	0	0	0	0			
Gm22883	0	0	0	0	0	0	0	0	0			
Sec14l4	0	0	0	2	0	0	0	0	2			
Bptf	9791	9247	8773	8566	9160	8880	6952	7855	9438			
Gm11715	0	1	0	0	4	3	2	0	2			
Rad51c	1545	1538	1368	1361	1214	1187	894	1003	1095			
Sec14l3	2	0	0	0	0	0	0	0	0			
Mtfp1	718	659	618	732	641	650	539	687	595			
Tex14	156	202	173	199	210	156	294	295	374			
Rnu1a1	23	20	19	26	25	20	10	20	5			
Gm22068	0	3	0	9	0	2	1	3	0			
Snord3b1	0	0	0	0	0	0	0	0	0			
Gm23137	0	0	0	0	0	2	0	0	0			
Nol11	4847	5089	4607	5380	5149	5144	3872	4180	4673			
Snord3b3	0	0	0	0	0	0	0	0	0			
Dlg4	3687	3780	3243	2696	2723	2580	3307	3675	4417			
Snord3b4	0	0	1	1	0	0	0	0	0			
Sec14l2	694	663	592	701	667	643	763	778	943			
Snord3b4	0	0	0	0	0	0	0	0	0			
Gm11489	4	0	0	0	0	0	0	0	1			
Gm11955	0	0	0	0	0	0	0	0	0			
Rps12-ps26	44	45	56	34	39	43	18	23	30			
Gm11957	0	0	0	0	0	0	0	0	0			
Gm11718	0	0	0	0	0	0	2	0	0			
Snord3b2	0	0	0	0	0	0	0	0	0			
Rnf215	769	835	809	1117	947	923	799	814	987			
Mir3060	11	8	17	16	9	6	11	10	29			
Pitpnc1	555	561	516	408	447	422	419	494	576			
Gm11719	0	0	0	0	0	0	0	0	0			
Gm11716	0	0	0	0	0	0	0	0	0			
Gm11712	0	0	0	0	0	0	0	0	0			
Gm11713	0	0	0	0	0	0	0	0	0			
Gm11714	0	0	0	0	0	0	0	0	0			
Ccdc157	846	755	737	877	847	701	744	841	953			
Asgr1	0	2	2	2	1	6	6	6	6			
Sf3a1	11364	11354	10101	10856	10266	10376	9323	9699	11539			
Psmd12	6679	6655	6263	7373	7182	6964	5610	5696	6743			
Gm11722	0	2	0	1	1	0	2	1	1			
C330019F10Rik	0	0	0	0	0	2	0	0	0			
A830035A12Rik	5	0	0	0	0	1	2	4	0			
Gm11649	0	0	0	0	0	0	0	0	0			
Asgr2	0	0	0	0	0	0	0	0	0			
Gm12311	0	0	1	0	0	0	0	0	0			
Tbc1d10a	889	943	866	1171	1025	952	746	1029	955			
Castor1	6	0	4	10	3	2	10	12	24			
Gm11956	0	0	0	0	0	0	0	0	0			
Mgl2	271	288	265	217	199	161	326	359	302			
Osm	0	0	0	0	0	0	2	0	0			
Lif	2	4	0	0	2	0	0	8	0			
Gm11959	0	0	0	0	0	0	0	0	0			
Gm11958	0	0	0	0	0	0	0	0	0			
Gm24803	0	0	3	0	1	0	0	0	2			
Hormad2	0	0	0	3	2	2	2	0	0			
Septin4	709	743	578	541	469	445	628	735	838			
Clec10a	4	10	0	0	4	0	20	14	42			
Helz	2552	2563	2359	2027	2294	2070	1906	2221	2552			
Mir6932	0	0	0	0	0	0	0	0	0			
Cacng1	0	0	0	0	0	0	2	4	0			
Slc16a11	14	12	19	14	12	10	18	18	26			
Cacng4	1528	1399	1264	1053	1061	1072	1386	1487	1719			
Gm11650	6	4	18	10	9	12	14	2	6			
7SK	0	0	0	0	0	0	0	0	0			
5S_rRNA	0	0	0	0	4	0	0	0	0			
Slc16a13	660	662	656	537	487	536	642	592	721			
Cacng5	771	611	515	654	677	671	647	659	781			
Bcl6b	809	751	747	551	550	452	572	760	824			
Mir497b	0	0	0	0	0	0	0	0	0			
Mir497	0	0	0	0	1	0	0	0	0			
Mir195a	0	0	0	0	0	0	0	1	0			
Gm21988	0	3	3	8	4	11	2	3	0			
Mtmr3	3872	3711	3587	3993	3949	3724	2952	3161	3685			
Gm11960	0	0	0	0	2	4	0	0	0			
Gm11032	0	0	0	0	0	0	0	0	0			
Gm11961	0	0	0	0	0	0	0	0	0			
Prkca	2649	2582	2519	1840	1825	1851	1114	1344	1421			
Gm52957	0	0	0	0	0	0	0	0	0			
Gm11657	0	4	2	4	1	3	0	7	4			
Mir7223	2	0	0	0	0	0	0	0	0			
Gm11655	0	0	0	0	0	0	0	0	0			
Apoh	2	9	1	5	3	6	18	4	30			
Gm11656	0	0	0	0	0	0	0	0	0			
Gm11667	0	0	0	0	0	0	0	0	0			
Ascc2	104	104	96	126	92	121	235	244	308			
Uqcr10	2614	2762	2668	3589	2742	3027	2133	2407	2317			
Mtmr4	5450	5307	4827	5515	5246	5129	4733	5280	5778			
Zmat5	926	926	883	838	820	809	654	687	849			
Cabp7	67	88	56	99	77	88	66	63	92			
Hsf5	18	4	8	14	12	10	10	11	16			
0610010K14Rik	52	69	69	79	59	62	51	58	42			
Rnasek	13	14	12	17	20	29	13	9	16			
Alox12	0	0	0	0	0	0	0	0	0			
Alox12e	0	0	0	4	2	4	0	0	0			
Rnf43	10	26	32	28	26	30	20	14	37			
Gm25968	0	0	0	0	0	0	0	0	0			
1110028F11Rik	0	0	0	0	0	0	0	0	0			
Alox15	0	0	0	6	10	2	0	2	6			
Gm12312	2	2	0	2	0	0	2	1	0			
Supt4a	2045	2044	2085	2714	2360	2394	1733	1789	1948			
Mir142hg	0	0	0	0	0	0	0	0	0			
Mir142b	0	0	0	0	0	0	0	0	0			
Mir142	0	0	0	0	0	0	0	0	0			
Pelp1	6992	6628	5862	6496	6710	6747	5321	5901	6570			
Gm12313	0	0	0	0	0	0	0	0	0			
Gm12314	0	0	0	0	0	0	0	0	0			
Cep112	84	137	83	84	85	96	111	164	175			
Cep112os1	0	0	0	0	0	0	0	0	0			
Olfr1397-ps1	0	0	0	0	0	0	0	0	0			
Rpl23a-ps14	0	1	0	2	0	0	2	4	4			
Cep112it	0	0	2	0	2	0	4	10	2			
Tspoap1	261	243	265	274	259	250	266	347	370			
Axin2	994	1020	777	801	919	821	1072	1127	1291			
Gm11670	0	0	2	0	1	0	2	0	0			
Gm11668	0	0	0	0	0	0	0	2	2			
Gm24149	0	0	0	0	0	0	0	0	0			
E030025P04Rik	0	0	0	0	0	0	0	0	0			
Gm11658	0	0	0	0	0	0	0	0	0			
Arrb2	3949	3978	3677	3976	3740	3791	3153	3351	3932			
Mir7115	0	0	0	0	0	0	0	0	0			
Med11	866	974	861	1051	985	908	696	848	811			
Cxcl16	111	110	107	70	98	60	189	198	302			
Nf2	6289	6330	5631	7271	7013	6899	5307	6040	6543			
Mpo	0	0	0	4	2	0	18	8	14			
Gm11505	0	0	0	0	0	0	0	0	0			
Rgs9	342	300	301	333	319	322	223	287	328			
Zmynd15	5	12	14	14	14	11	13	20	30			
1700096J18Rik	0	0	0	0	0	0	0	0	0			
Nipsnap1	2643	2590	2348	2904	2450	2473	2102	2355	2705			
Gm11696	41	52	74	65	74	34	46	47	58			
Mir6918	0	0	2	1	0	0	0	0	0			
Tm4sf5	0	0	2	2	0	0	0	0	0			
Lpo	116	118	84	148	146	154	193	228	288			
Gna13	5871	6114	5037	6116	5976	5874	4664	4873	5718			
Vmo1	0	0	0	0	0	0	0	6	2			
Gm12317	0	0	0	0	0	0	0	0	0			
9930022D16Rik	2	6	0	0	0	0	0	2	2			
Gltpd2	0	0	0	0	0	0	2	6	2			
Psmb6	9509	9890	9696	12493	11524	10918	7856	8782	9465			
Gm40193	0	0	0	0	0	0	0	0	0			
Gm10418	0	1	0	0	0	0	0	0	0			
Amz2	3871	3897	3425	3755	3796	3516	2552	2815	3239			
Mks1	1092	1185	1033	1260	1315	1210	799	821	998			
Gm15642	3	2	0	0	0	0	0	0	1			
Epx	4	0	4	0	2	2	8	0	2			
Olfr462	0	0	0	0	0	0	0	0	0			
Slc16a6	781	673	703	1081	1168	956	434	523	637			
Olfr463	0	0	0	0	0	0	0	0	0			
mmu-mir-1194	0	3	2	5	12	3	1	2	0			
Thoc5	3193	3050	2961	3576	3559	3432	2701	2780	3360			
Olfr464	0	0	0	0	0	0	0	0	0			
Gm11504	1	0	0	0	0	0	0	0	0			
Gm11507	0	0	0	0	0	0	0	2	0			
AA413626	9	7	3	3	7	3	11	6	8			
Nefh	36	75	65	85	48	58	122	168	165			
Dynll2	10522	10331	9059	10973	10815	10525	8364	9159	10076			
Gm11508	46	58	30	54	50	46	26	39	21			
Arsg	64	106	75	175	145	134	71	103	106			
Gm22378	0	0	0	0	0	0	0	0	0			
Pld2	20	44	28	36	20	16	36	20	30			
Srsf1	32811	31629	28832	32235	30380	28693	23743	24074	28575			
Gm15892	16	24	9	16	12	7	13	7	12			
Vezf1	5467	5430	5035	5084	4913	4921	4532	5042	5798			
Cuedc1	1622	1565	1400	1888	1752	1580	1422	1546	1757			
Ap1b1	3503	3722	3273	3813	3846	3798	3003	3272	3550			
Gm24958	0	0	0	0	0	0	0	0	0			
Wipi1	493	557	531	507	503	551	511	510	622			
Gm11685	0	0	0	0	0	0	0	0	0			
Mrps23	3040	3111	2999	3688	3216	3438	2505	2885	3035			
Gm38534	734	706	619	588	499	507	876	933	1109			
Ccdc182	0	0	2	0	0	0	2	4	0			
Gm11509	0	0	0	1	0	0	0	0	0			
Prkar1a	17780	17904	16161	17023	16475	15398	14011	15521	17159			
Gas2l1	2152	2277	2051	2206	2346	2280	1695	2000	2031			
Rasl10a	8	7	10	15	10	10	2	7	6			
Fam20a	8	6	10	4	9	8	8	14	8			
Gm11684	0	0	0	0	0	0	0	0	0			
1700012B07Rik	0	0	0	0	4	0	2	0	2			
Gm11683	0	0	0	0	0	0	0	0	0			
1700023C21Rik	0	0	0	0	0	0	0	0	0			
Msi2	6278	6295	5606	6372	6423	6087	4106	4340	5032			
Mir378b	0	0	0	0	0	0	0	0	0			
Gm15893	44	25	37	22	19	16	57	57	50			
Gm11510	1	9	1	0	5	18	0	2	4			
C030037D09Rik	160	190	151	155	186	171	143	106	152			
Gm11493	0	0	0	0	0	0	0	0	0			
